x,y
50.0,50.0
3950.0,50.0
50.0,3950.0
3950.0,3950.0
3940.2430161057664,532.5390307995497
3330.6520348946697,52.68871606105335
54.677890394770486,3509.218282027387
3942.1870821373004,1260.0503937477918
53.52806605688238,3063.0246540617713
3946.5534044467167,2894.022204822726
682.2409285252756,52.4272182416059
3945.069207783292,2338.6038599840076
3948.6494070429594,3536.2014701438047
3529.240271420526,3950.0
2353.7663636459924,51.63319838053822
644.3945778141232,3950.0
1864.2673899184242,51.48691474086054
1451.5876834931396,51.81520195380577
2389.5173056515764,3950.0
2857.183521987427,52.46861640078704
50.54042146328362,525.3723648372838
2944.691472947868,3950.0
3943.388558350855,1709.6686595344647
51.287325764249196,1878.775929504738
51.03539099617183,945.7907007134227
51.63406026062123,1454.2897479807575
1740.3864100597923,3950.0
1298.6281239655377,3950.0
51.58182770109268,2412.4185536135506
485.1620823587497,1534.4726395780485
3042.2213113059975,1526.6135199072778
593.1295089395304,627.8041414226636
1264.9456346320594,527.6098717658604
3523.161172639883,573.2775302873167
3444.1148686589027,3456.3230462534375
2148.4588039768305,1421.630152415009
3057.5629088933983,2280.4025978122268
2244.8643376062996,743.7654411447683
3487.5168324951624,2074.8539969912013
2878.3400069336526,743.9587751406856
1753.5248628442753,2998.037116804897
1042.2752930850831,1025.8458545803555
2884.7023556051154,3227.515297713603
2412.7230765476656,3006.269215890512
2259.9358516211337,2043.9615703797535
1904.4135752207362,1051.2435482124963
1606.9976434558653,2051.6223561562038
3343.8123946264477,2961.4457635884664
1280.3766839216098,1528.1362103769122
1379.194107789953,2448.380443516874
