x,y
270.1377299751197,3911.685165245998
3926.17124836073,71.57952470977031
401.3581549551317,82.2686835371262
3929.2745051802112,3846.3223822549394
3426.3761514768403,98.3628997631047
2917.9454090304025,106.60056359420346
3933.4579419122165,3246.9079555050835
86.14038278504515,369.53399885702083
81.55900990193416,1031.9880568846554
78.58650757735606,1461.8038081133961
58.7645098303494,3560.0425960409075
72.46590787772527,2109.694089358238
69.9512753347735,2581.7018483227203
66.57265232111118,3032.771663026734
1296.2607109828953,3907.291620507108
3934.4879108660757,998.1257604182747
3911.990487579949,2173.4556484056834
3922.3570249992135,1599.8869797049288
1801.9460863772917,3905.1264304063898
916.8961699417637,94.52200301117188
3931.146885731065,2823.400269327108
1426.7274320448716,87.7240278940632
2439.514133767676,101.97480210455277
1944.5223366580408,97.18892352354787
3926.9778969707895,517.703752333762
2386.7902942085097,3902.622306397917
879.0777883661008,3909.0778701757563
3378.361376307449,3730.2907056462595
2827.8018362564626,3825.9760362886627
2186.525530804399,2269.700490768053
1477.376954487755,917.8736852150365
1646.2847327253373,2472.4584397385033
1068.1273826165313,1111.0124699355435
523.2769636358418,3128.961360056989
2559.3313675397612,1788.7922450686226
629.5012027428817,815.8713475217118
3573.1165583341717,1936.4119103762318
3197.8990260716655,2646.791034350739
1499.6305386597155,1604.2300082838067
1581.2525424122796,3012.173863166367
2830.616570592871,2837.3351672153967
2999.479441484938,1888.9275734197827
3511.8395233483693,675.8803884521029
3540.404237457649,1133.9243540454197
695.961068813496,2503.8117455004767
2704.9641625795016,2252.7940704839275
3208.6218308261923,1454.4248716064972
1837.2567956040734,612.8066729957825
1009.1915104900819,3018.7709235880106
1240.2341224959764,572.1164070395121
