x,y
55.97620587635195,3358.352545618946
168.8797026471411,1621.9461919751354
331.8669569804895,3706.4198724110433
176.93059474003476,2935.5917909939462
3793.6509397710347,2658.784965929589
3734.336536223196,593.0636529636206
3322.416688039215,288.58714774553835
279.9406185489672,429.2340645259276
3846.9755331860806,3120.6864698609093
3856.3492614522715,1410.3106759219163
694.1073700194285,3947.744138392656
1827.1567585229607,71.41470595114336
3946.01738047311,1866.2969497675797
2396.775313213366,71.62556283190709
178.0528627802604,1174.3235435478982
2424.198656450963,3853.617490692917
3701.883630913108,3865.524574073872
3712.9927625007103,147.51960621438238
2993.3270908840123,3858.921348732039
1549.3017578456365,3745.874923475019
1425.408353320733,164.32567872597483
778.7457093884002,474.518390104207
2867.38060041488,113.3940358460253
2477.513006073739,1702.7626409704712
2453.584073157597,1247.2985497900634
1196.468305724254,3444.766760131993
206.81445291486887,2208.4815927466666
1657.6058054271284,2313.621002311446
2554.079865948607,2261.1914396542097
1963.811972483318,1497.6991774116132
495.5462344253094,2667.46881964935
1020.5668924993425,1865.5649596024532
1141.0844355983243,2651.42719371385
1650.5920970746038,3307.3359042358893
897.5812115009247,1313.8411176174468
2029.9351782713188,991.8480437061866
3509.5049132391114,1196.930726011284
3431.602474834185,3479.9009476520314
1149.055741974102,3922.99240103383
1666.4422318210168,784.2486407652508
3127.0535585165035,1452.167258053599
1472.4270456727363,1523.5567268045313
3223.857063489323,2583.2833745551225
1238.0955794760116,848.3265570340725
2271.500182859354,3014.7496135434735
2791.8105173040303,529.2418337790259
3398.7395069414806,3010.970361189521
2928.483444524869,1852.109496257129
2874.172818559624,2937.0453600835194
3348.7223407504416,2026.105637689917
